Area,Bedrooms,Bathrooms,Parking,Age,LocationScore,MetroDistance,SchoolDistance,HospitalDistance,CrimeRate,PopulationDensity,City,Locality,PropertyType,Furnishing,Price
785,1,1.0,0,79,9.530722809865368,0.8364468415287027,7.336868142425547,9.819444299955174,0.41060563076913825,6260,Houston,Eastside,Condo,Fully Furnished,245400.0
1959,4,1.0,2,49,5.966339386392315,0.9350649437312599,0.9525994349864944,3.3009543660741336,0.1838932994579484,2134,Houston,Uptown,Townhouse,Semi-Furnished,497200.0
3429,6,2.0,0,23,4.83656837807567,1.3840211092401686,3.977882016558875,10.39213259950847,0.35002816072723697,5588,Los Angeles,Westside,Townhouse,Fully Furnished,1185400.0
2116,3,1.5,0,16,5.313832124846849,1.1584599881446036,5.645349881606791,6.6965380374966665,1.2736965732267609,6033,Chicago,Suburbs,Single-Family,Fully Furnished,479900.0
2284,4,1.0,1,17,4.673651534650125,3.121778372858665,6.832767305634104,10.85066881324107,0.4217385267401931,5903,Miami,Waterfront,Apartment,Unfurnished,858300.0
1091,2,1.0,1,41,3.6993475361963206,7.5888097278722455,1.5359134119790727,2.8185441071412303,1.5930564830377574,763,Houston,Uptown,Penthouse,Semi-Furnished,294100.0
1606,2,1.0,1,16,6.947587762023115,3.5465199094593554,3.6146736971777833,11.264725374027897,0.7223481629592987,6745,New York,Waterfront,Townhouse,Fully Furnished,1564200.0
1799,4,1.5,1,15,6.500775089962583,0.9675662356777325,2.1615455211074646,8.410582532682486,3.268865042227185,5340,New York,Downtown,Townhouse,Fully Furnished,1266300.0
1845,3,1.5,2,51,5.700680568314205,6.9764966726109945,2.1954201017394928,7.610778058227434,1.2262913742860082,6108,Chicago,Downtown,Penthouse,Fully Furnished,911300.0
3125,5,1.5,3,35,2.7667630934786542,3.4992887145516214,2.569946598396072,5.353776474054585,1.4616905784635836,8159,Chicago,Suburbs,Single-Family,Unfurnished,410200.0
2546,4,1.5,1,38,8.375143717647997,0.864960721744926,4.779506472464045,11.497622499605827,1.2197884944002375,6088,Chicago,Downtown,Condo,Unfurnished,861800.0
1210,2,1.0,2,24,3.3994685020063136,1.571130621071208,0.32930427914758803,5.605075725582397,3.2516719266084535,2134,New York,Uptown,Single-Family,Fully Furnished,700700.0
2297,4,2.0,2,41,2.916496347168385,5.461680613733319,3.388377033261118,6.233243953147122,0.09827981244834813,5806,Miami,Suburbs,Apartment,Semi-Furnished,309400.0
2498,5,2.0,1,20,6.9845711638635795,4.700399318831141,1.657275054815782,9.487228248731094,0.10458584432648872,1492,Houston,Waterfront,Apartment,Unfurnished,852900.0
3012,4,1.5,1,67,5.189154889901785,3.0078869830406747,7.743524366398551,3.7756879405461206,1.8146857662397535,4374,New York,Westside,Penthouse,Fully Furnished,1457000.0
3364,5,2.5,1,58,2.4784678028186358,0.5473367213702253,4.745287442152421,3.852196097358606,2.19129348719924,3493,Houston,Westside,Apartment,Unfurnished,312500.0
1287,2,1.0,1,29,4.844546839688466,5.691074003492062,6.9711446568765165,9.41592340764403,0.8526540815480417,4520,Chicago,Westside,Apartment,Unfurnished,248900.0
1451,4,1.0,1,56,8.174242818279701,1.2862795955767237,1.7263818968029736,1.978667575686241,0.6515035405034744,1480,Los Angeles,Uptown,Penthouse,Fully Furnished,1737800.0
1093,2,1.0,2,32,6.921993641736781,5.168267221581084,6.518122454725545,9.96409198336977,0.4884810860934029,1711,Miami,Suburbs,Penthouse,Unfurnished,500900.0
1912,4,1.5,3,52,4.902288183895974,3.6501253114239582,3.43530319818082,7.689512595563255,0.4006331383799572,3601,Chicago,Downtown,Penthouse,Unfurnished,904300.0
2473,4,1.5,0,15,3.5344383330767046,1.0736479178250788,1.5860185730253389,6.699463313637617,3.6449220050311535,4054,Chicago,Suburbs,Penthouse,Fully Furnished,516600.0
2889,5,3.0,0,48,7.054364966438186,0.8355405189411597,6.137712578628216,3.1347578950686374,0.5246331507947304,3648,Houston,Waterfront,Penthouse,Unfurnished,1784800.0
2039,3,1.5,0,4,9.100442407570842,0.4910797621059254,6.143686561399192,9.5432339474607,1.5665219702684006,7400,New York,Westside,Townhouse,Fully Furnished,1406700.0
1844,3,1.0,2,76,7.17018174412731,0.9695033875485691,7.967925673539676,9.756960529350616,2.3203622859477173,5347,Los Angeles,Suburbs,Condo,Fully Furnished,588500.0
2221,4,1.5,0,59,8.503230837201794,0.601202784453778,6.291310642025679,6.053831480579955,0.03331715424710127,5292,Miami,Eastside,Penthouse,Fully Furnished,1414600.0
1431,3,1.0,1,70,6.172222708434968,3.359489367460385,1.3330845338315973,4.975443210857901,0.05169176044686276,3735,Los Angeles,Suburbs,Condo,Unfurnished,374700.0
3771,6,2.0,1,54,7.7437688539282306,3.196386016080803,2.7158489859286803,3.330861131525308,0.6077568873634791,1716,Chicago,Eastside,Apartment,Semi-Furnished,757600.0
813,2,1.0,1,34,9.16981419022682,3.088067485053876,3.723469954870939,9.173691196525512,1.7861690541340387,4491,Los Angeles,Downtown,Townhouse,Semi-Furnished,739600.0
2247,3,1.0,1,68,8.185431826069241,3.594200905677889,1.1878918845364017,7.853697115957121,0.45327736863055224,8114,Miami,Waterfront,Penthouse,Unfurnished,1953900.0
3718,6,1.5,2,41,9.278831627185166,5.901824076211936,6.34670400069295,2.8762568377188638,0.0022265873948036988,4948,Chicago,Westside,Townhouse,Unfurnished,989100.0
2105,3,1.5,1,68,5.449116816928479,8.56877151505088,4.308248595718174,9.636382916376359,0.5098276706823681,6726,Miami,Downtown,Single-Family,Fully Furnished,840000.0
1947,4,1.5,2,23,9.233762041016453,0.9164840813278652,7.566706638946878,10.645361103622285,0.1416816665373423,6978,Los Angeles,Westside,Condo,Semi-Furnished,1008700.0
1814,3,1.0,1,70,6.972537875853661,3.1016465389603094,4.796603527301398,1.1813435216048276,0.37156420496551495,5619,Chicago,Downtown,Penthouse,Semi-Furnished,1087100.0
1955,4,1.5,0,70,8.96039012865355,0.2855117547073123,4.27861285315838,9.382837337276474,0.6078751983991095,4940,Chicago,Downtown,Condo,Unfurnished,879300.0
3198,5,1.5,0,54,2.315012243502683,0.44798336232522695,0.7571161928763417,10.307222234418004,0.2055474470966776,2524,Miami,Westside,Condo,Fully Furnished,697400.0
500,1,1.0,3,13,7.262819055308289,3.718041804392642,1.3648980585677066,11.90234084395729,1.8381252770051004,4083,New York,Waterfront,Single-Family,Unfurnished,921100.0
3326,6,3.0,2,54,8.78380063102319,2.333317522697664,6.826303398760379,3.23241723777972,0.4434105522760823,3778,Chicago,Uptown,Condo,Unfurnished,913500.0
960,1,1.0,0,14,3.393616269145598,4.970667642088376,7.9272726270413045,4.766536859963907,1.6230522820151894,5159,Miami,Uptown,Apartment,Semi-Furnished,231700.0
1886,4,1.5,2,4,7.294295467719385,1.9409745622769508,3.4383972600065023,11.61119756031011,1.370813673399935,1671,Miami,Suburbs,Condo,Unfurnished,555500.0
1756,3,1.0,1,3,8.599637713733053,0.4777689646365464,6.518671453054447,1.581178828376221,3.424842784422504,3425,Miami,Suburbs,Single-Family,Semi-Furnished,672100.0
2570,3,1.0,1,29,4.3035949570610965,7.196504957223322,5.095168977379084,6.522640205019672,0.13806302348174007,5308,New York,Waterfront,Single-Family,Unfurnished,1642600.0
821,2,1.0,0,52,5.241970623251136,0.30284166677284363,7.680662334639366,6.327562668135708,0.36235869686458166,3095,Houston,Uptown,Penthouse,Semi-Furnished,385000.0
2469,4,2.0,2,72,6.556141747993755,0.7330526995752982,2.0574704364639276,7.475298997133382,3.0057046070656686,2668,Chicago,Suburbs,Apartment,Semi-Furnished,327100.0
3719,6,2.5,0,29,6.153341511076497,1.1350992101706652,4.449718795461956,4.304115070732336,2.590065780825468,2917,Los Angeles,Uptown,Condo,Semi-Furnished,1338400.0
1009,2,1.0,1,60,2.313515144297085,18.74626286124508,3.388607383072246,11.148058019725601,0.3199858036079928,3955,Miami,Uptown,Single-Family,Semi-Furnished,249500.0
2251,4,2.0,1,70,2.7893767846833075,1.887646865533818,4.4253846123555185,3.605704501029337,0.17098985918079396,300,Los Angeles,Uptown,Single-Family,Fully Furnished,793500.0
1570,3,1.5,0,67,2.8037326344348905,2.4379953255094193,2.297093050667071,7.971498452220628,2.9094303367683323,3007,Miami,Suburbs,Condo,Semi-Furnished,204600.0
2440,4,1.0,1,54,4.0981432439934,5.139254275595709,4.082420069182803,6.203160761681766,0.2942742755595315,6405,Miami,Suburbs,Condo,Fully Furnished,382900.0
2115,4,1.5,0,70,3.966912902419594,3.5411032354797185,5.073472344453168,3.5667447035209188,3.073190506653748,5147,Chicago,Waterfront,Penthouse,Fully Furnished,1166600.0
1586,4,1.0,1,72,7.937779070294397,6.445251555769393,0.8334838951960384,2.6718186508079107,4.870708463708009,5340,New York,Downtown,Penthouse,Unfurnished,1172300.0
2490,3,1.0,2,41,6.581955088129156,2.332314858839273,5.995300587499461,11.500464428963078,0.3742440696341121,844,New York,Suburbs,Apartment,Semi-Furnished,561800.0
3543,6,2.5,1,76,8.111808677161928,12.536709402160133,5.710879112651255,6.954851808351538,2.7525103533804747,3671,Los Angeles,Westside,Penthouse,Unfurnished,1603300.0
1947,3,2.0,1,28,2.559168459286961,5.577688898973084,7.067569291321584,7.44819549058108,0.8270316220740643,4268,Houston,Downtown,Penthouse,Unfurnished,550600.0
2675,5,1.5,1,34,5.881713899772805,1.7958635246116113,3.521681104117419,9.50329777898275,2.3322713652664953,5428,New York,Uptown,Townhouse,Semi-Furnished,1228200.0
1065,2,1.0,1,44,4.590204634122156,1.6803123229468746,0.6810192343947983,1.4341065738975065,0.784842179050253,6721,New York,Waterfront,Condo,Semi-Furnished,771900.0
1334,2,1.5,2,73,8.799514486045972,9.282061744986448,3.799396806369158,8.708289079662956,0.1094942374723937,6409,Houston,Westside,Penthouse,Unfurnished,649100.0
2477,4,2.0,0,28,7.662313255279226,4.03665232031906,1.273351542083299,2.3991115820816846,1.8708177879040973,3329,New York,Eastside,Townhouse,Unfurnished,782200.0
3287,6,2.5,2,69,8.95406776661437,3.3997735917785015,5.2500851454701785,9.015532478379244,0.24499413367637562,3375,Chicago,Westside,Townhouse,Semi-Furnished,1043600.0
2384,5,2.0,2,2,2.3714169792484805,4.963412833008539,0.5676258882241856,2.1252797237148386,3.926459379267433,7324,Chicago,Downtown,Penthouse,Fully Furnished,1034400.0
1849,3,1.5,2,56,7.766587916532804,2.8800709485290645,3.1171719685760224,10.073677548546357,0.8112734796268275,3779,Los Angeles,Waterfront,Single-Family,Fully Furnished,1879300.0
2099,4,1.0,0,65,6.320066817276624,0.60676679695201,0.8461746082024639,8.331686998360643,0.1283370742248089,2334,Los Angeles,Eastside,Penthouse,Unfurnished,979100.0
1099,3,1.0,0,21,8.600000232124525,1.345782947641838,0.22625818575850581,4.937738321802835,0.3890890547078035,4085,Los Angeles,Downtown,Penthouse,Fully Furnished,1528600.0
2583,4,1.5,1,26,6.057284727406568,2.857122316804981,7.692346346432416,4.6265961048797095,2.9763892456833903,7198,Chicago,Eastside,Condo,Unfurnished,422400.0
2805,4,1.0,2,21,6.321672623215272,0.1,7.969793314604986,2.2128912308930753,0.580890052622379,2690,Los Angeles,Suburbs,Single-Family,Semi-Furnished,1089800.0
1738,3,1.5,1,73,2.414139047536521,2.012845683522663,4.532923021948142,10.89661359131034,2.9103334804842644,3642,Los Angeles,Eastside,Apartment,Unfurnished,237000.0
1723,3,1.5,1,48,7.348182920287734,4.93422827807628,2.0638556295747748,1.8630866377613429,0.28363273046906934,2772,Chicago,Uptown,Penthouse,Fully Furnished,913000.0
2312,4,1.5,0,23,4.1851190048404,0.6279231517577529,7.306572487107528,5.9288899680849445,0.947282820660704,6412,Houston,Eastside,Penthouse,Fully Furnished,599400.0
1750,3,1.0,1,26,2.157551377430564,0.23358002448201942,7.399685457193632,3.21996223008274,3.158795222017429,5075,Los Angeles,Waterfront,Condo,Fully Furnished,633700.0
2047,4,1.5,2,35,2.5314973000482404,6.328232940085783,6.865169351131506,11.957766342218799,0.07442336800453839,6351,New York,Suburbs,Apartment,Semi-Furnished,287600.0
3779,6,2.5,0,16,9.658284871728206,3.361524623946215,4.44608587962558,7.2372065924650295,0.5442059236363502,7630,Chicago,Uptown,Townhouse,Semi-Furnished,1368000.0
1902,2,1.0,0,55,4.768618316638776,0.6800067139380663,0.782676854989014,2.220221788996647,3.6094469408011736,1475,Houston,Uptown,Single-Family,Semi-Furnished,406300.0
1813,4,1.5,1,9,8.94460502896927,5.74514647619915,0.889823634787023,8.176985972650781,1.3614660626219557,2981,New York,Suburbs,Apartment,Fully Furnished,798900.0
1581,2,1.0,1,53,9.677417872554047,3.7566311481856025,7.19363434415871,11.90350369805934,1.8893981066969934,3632,New York,Waterfront,Penthouse,Semi-Furnished,2458400.0
2695,4,2.0,2,73,9.546137510698582,1.4232564781236767,7.031449410166389,7.457997727076801,2.768960218534729,4637,Miami,Westside,Townhouse,Semi-Furnished,972700.0
1955,5,2.0,2,73,9.053801925595362,1.6517182447167866,3.588298543613498,5.759859587396237,1.112234909992423,5511,Houston,Downtown,Condo,Semi-Furnished,785700.0
1580,3,1.0,1,37,9.158751299690408,0.5931459978233351,2.7596060319161175,3.8726063986145283,2.8000404068194866,3517,Miami,Waterfront,Penthouse,Unfurnished,1857800.0
3157,5,2.5,0,3,4.312064354727612,6.3117602167183255,5.224166577123997,1.5594192705308316,1.5273380615986945,3116,Chicago,Eastside,Condo,Fully Furnished,656500.0
3235,5,1.5,1,49,3.2117591220828663,2.489636444453587,6.4945059963930944,3.124832438383707,1.735874546208088,6413,Houston,Westside,Single-Family,Fully Furnished,609600.0
1619,3,1.0,3,60,7.114100496703389,2.849800002928385,5.907142548004204,6.866638964996048,0.248824145098912,5592,Miami,Westside,Condo,Fully Furnished,567000.0
606,1,1.0,2,20,5.904844734950591,7.524281138290166,5.00170291679551,9.168535534470196,4.195785207656722,5131,Chicago,Eastside,Apartment,Semi-Furnished,154000.0
2906,5,1.5,2,35,2.7899737495613683,0.1,2.005786146669685,10.596205237640971,2.3850732797542307,300,Los Angeles,Westside,Apartment,Semi-Furnished,497000.0
1552,2,1.0,1,45,7.420330528179287,0.24243666675549105,2.2475379799215784,9.62769087928571,0.4399386640763519,6913,New York,Downtown,Single-Family,Semi-Furnished,1469100.0
2732,5,2.0,2,70,6.502880059878187,0.6168221373404842,5.847726354902074,1.9428498157828034,1.3012318030460803,4867,Chicago,Downtown,Single-Family,Unfurnished,1175100.0
523,1,1.0,2,43,8.904539206483513,0.10674366783376454,6.460434849118043,9.394788677650038,0.7085277478420196,4176,Houston,Downtown,Single-Family,Unfurnished,420400.0
2814,5,2.0,1,63,6.873470365507189,3.7569043557823503,1.1058544671768011,7.188452280676764,1.6199890655090865,2861,New York,Westside,Apartment,Unfurnished,884400.0
1131,2,1.0,1,17,6.591569437774029,3.5167743726692073,1.6609169721481871,5.894736911305473,7.612003282714275,3234,New York,Suburbs,Penthouse,Semi-Furnished,565000.0
2684,5,1.5,3,12,5.526013786661023,0.8285827061721506,5.507668044983497,7.086787362428927,0.07023871766152111,2718,Chicago,Downtown,Apartment,Semi-Furnished,923600.0
2111,4,2.5,1,12,5.7022965591109624,0.5663730557189939,3.234095382276929,0.5928662808836064,4.57128499971833,504,Los Angeles,Westside,Condo,Fully Furnished,783600.0
1336,3,1.0,0,24,9.635049815832929,0.551092329229712,4.593684364714039,1.2788977941668083,0.11271799388132811,2864,Chicago,Waterfront,Single-Family,Unfurnished,1151100.0
1774,3,1.5,0,4,3.1075680752019146,10.719650787246211,4.995556630713962,6.547266709339284,0.9264047027790372,1301,Miami,Westside,Townhouse,Semi-Furnished,358500.0
2649,4,1.5,1,38,5.569750548657497,4.138933046498826,6.254387044685189,2.4966213690379124,0.9869863063545874,4379,Miami,Downtown,Apartment,Unfurnished,801600.0
2184,4,1.0,1,28,7.246617871414743,3.081787151096043,6.484592215591879,6.773720949534482,0.46944742074846135,2198,Miami,Downtown,Townhouse,Unfurnished,1036900.0
2567,4,1.5,0,56,5.464085164723197,1.36264222152298,2.384750713039361,4.573456076560374,1.2544849538344744,5959,Houston,Downtown,Penthouse,Semi-Furnished,964600.0
3681,6,2.5,2,45,4.265725016326062,1.9861525773065707,4.422114485592936,10.935238237759656,2.6933272920529605,1171,Chicago,Suburbs,Apartment,Unfurnished,385100.0
848,1,1.0,2,32,4.298858966102839,0.3278030514505886,1.163486721250666,11.421359414001216,0.5221297128512664,6889,New York,Uptown,Penthouse,Unfurnished,617700.0
3393,6,3.0,2,9,3.869248370061726,22.027567559547865,6.76771831584088,11.767517300287974,0.1095093067297868,6173,Houston,Eastside,Penthouse,Semi-Furnished,634700.0
2183,3,2.5,1,57,4.751225604664717,4.92396086069193,6.794493918998926,10.837786952652415,1.5006653456772139,2367,Miami,Eastside,Apartment,Semi-Furnished,350500.0
1380,2,1.0,1,24,8.973398204668536,3.3999540880591037,2.53614460819576,11.837744788711829,2.089949033245621,4311,Houston,Suburbs,Apartment,Unfurnished,218100.0
1035,2,1.0,0,73,6.0417964025839614,3.101584601823645,1.4528376178919316,8.62069194600266,4.6358231861149495,2791,New York,Waterfront,Penthouse,Fully Furnished,1208900.0
1948,2,1.0,1,38,3.9219098246225474,2.4563467872495792,0.7467158699620793,11.546236218862092,0.26068147588329776,5657,Houston,Downtown,Single-Family,Fully Furnished,605800.0
2837,4,1.5,1,15,5.076213736212259,1.0417213540163996,4.68481624691037,7.880613352753512,3.4744155895092756,8099,Los Angeles,Uptown,Apartment,Fully Furnished,958000.0
1997,4,2.0,2,59,2.846643296628544,0.8984077545739978,0.9131391831190625,9.805963379185782,0.9870276571349345,6862,Miami,Waterfront,Penthouse,Semi-Furnished,1242800.0
3308,5,1.5,1,27,9.232285917909904,2.7911423804745636,5.508639788040679,2.016964916322668,0.40330664428132523,3124,Chicago,Westside,Condo,Fully Furnished,1115400.0
939,2,1.5,0,75,5.265582656731456,0.25475326024120376,5.4893859280663415,8.349895257429417,4.935093399664999,4729,Miami,Eastside,Townhouse,Semi-Furnished,219100.0
2090,4,2.0,1,43,9.843129636744607,0.2708635850569267,4.989101775626672,11.207688057355487,0.40855834379347666,7544,Miami,Uptown,Condo,Unfurnished,932700.0
1098,2,1.0,1,57,4.780310186100154,2.879909766488282,7.037171914532136,6.71055477762677,1.983257434376715,5548,Chicago,Suburbs,Apartment,Semi-Furnished,169700.0
2390,5,1.5,2,31,8.69084837781697,8.83183700859328,3.150589403287228,2.648426705598556,2.3048861660882016,6520,Chicago,Downtown,Apartment,Fully Furnished,930200.0
2809,5,2.0,2,62,4.051082506331626,8.598009171783254,7.237702744471705,6.559218448337517,0.8445449269587202,5802,New York,Uptown,Apartment,Fully Furnished,671700.0
1763,3,1.5,0,44,2.609223147020818,0.1,0.4880178769998206,8.629821431684116,1.75670114208049,4652,New York,Waterfront,Apartment,Fully Furnished,698100.0
500,1,1.0,0,52,2.2538668933904056,0.39763586263369616,1.0795045057869788,9.352567739620076,1.2746210495708339,4361,Los Angeles,Suburbs,Condo,Fully Furnished,146700.0
2259,5,2.0,0,60,6.849347413158268,3.0619938667864184,3.415203387643858,6.522573114217815,0.31985063470817515,2078,Houston,Waterfront,Single-Family,Fully Furnished,1022400.0
2449,5,1.0,2,49,4.492589373388715,6.60453295168514,4.833145545770873,2.999732278514476,2.139973960296226,2968,Houston,Waterfront,Penthouse,Unfurnished,867600.0
2423,4,1.5,0,26,5.548159043806627,10.811236114124098,0.4525299657870517,11.156921068655596,3.946970128424421,2696,Houston,Eastside,Penthouse,Unfurnished,518300.0
3088,5,2.5,0,25,8.549176284806363,6.895980999338077,4.625988877109259,9.396600289213607,1.00601644757951,3797,Miami,Downtown,Penthouse,Unfurnished,1912300.0
1243,3,1.0,1,2,3.984864685558417,3.9620105399501053,2.597706868567645,3.6129166071024463,7.75363452493821,4699,Miami,Uptown,Townhouse,Unfurnished,353100.0
2644,4,1.0,1,38,4.469219813879306,0.7833003982675684,7.119745100932268,9.835848550058305,0.8378334731513848,4284,Chicago,Waterfront,Apartment,Semi-Furnished,735700.0
3054,5,2.0,0,64,8.762689480469337,0.26387711814563053,4.359619815016101,4.50042046945768,0.9801300156455945,4931,Los Angeles,Suburbs,Condo,Fully Furnished,1006500.0
677,2,1.0,1,34,5.942098186748033,0.17038609653544215,4.785572484095983,4.092960463686378,1.680815359060014,5828,Los Angeles,Waterfront,Condo,Fully Furnished,678100.0
2355,4,2.0,1,52,8.6213213364199,3.3143175011186132,7.57585012669609,10.425381214492159,0.30826886210702653,3668,Houston,Waterfront,Condo,Unfurnished,889500.0
1696,3,1.0,1,45,4.995808027730531,0.12900877791151222,6.16053400790583,10.542204878396895,3.4833555496584223,5975,Chicago,Suburbs,Single-Family,Unfurnished,291800.0
2034,3,1.0,3,67,5.186959846616868,4.704541337907727,3.618531475944772,5.0825361324182605,2.4237333519225825,6776,Houston,Westside,Apartment,Unfurnished,289800.0
2378,3,1.0,0,21,3.33710689422605,4.362507242790267,3.919660996656951,0.6026122584379918,3.0884855858078843,5330,Miami,Waterfront,Penthouse,Semi-Furnished,1270500.0
1710,3,1.0,1,59,9.330766828759732,0.29035538643383485,5.253806174763311,2.6455046460999068,1.41071599873411,3410,Chicago,Suburbs,Penthouse,Semi-Furnished,749200.0
1559,3,1.0,2,5,9.174269552100876,8.2988619587178,1.7615538898740022,10.956907774582424,3.227992044641316,6393,Houston,Downtown,Apartment,Unfurnished,530800.0
2127,4,1.0,2,51,9.873736116518188,2.582988189898457,0.8914765558541566,10.835617376133165,1.7090224644421794,5465,Los Angeles,Uptown,Penthouse,Fully Furnished,1907300.0
1230,3,1.0,1,72,5.219577017357692,8.217950875249498,2.6276448243758237,5.713464603074647,1.074810723271987,5737,New York,Suburbs,Penthouse,Semi-Furnished,542600.0
1231,2,1.0,1,74,8.548919534069137,8.115858370137687,6.271385823902596,3.997342133672604,4.027763826433328,7570,Miami,Suburbs,Apartment,Unfurnished,226200.0
2643,4,1.5,0,72,5.319629853376949,0.76805045350646,2.2071256304056184,3.981605359209474,0.8689773113984023,5918,Houston,Uptown,Condo,Unfurnished,481200.0
1180,2,1.0,2,28,5.634390311367782,1.6763876260872033,1.2199217626201735,10.817740230228189,1.0414313122622265,7648,Chicago,Suburbs,Townhouse,Unfurnished,281400.0
2633,4,1.5,3,42,8.639995148758597,0.5060785832899992,1.9083762680056298,4.23443307621844,0.2786700110066113,4203,Chicago,Westside,Apartment,Fully Furnished,895800.0
2470,5,1.5,1,73,3.418934167091198,5.220450020890248,5.495988713644509,6.38317298701126,4.424963196864699,3637,Houston,Downtown,Penthouse,Semi-Furnished,549600.0
719,1,1.0,1,33,3.7624874756940185,2.4550093043635743,4.988794842209447,8.906627081818325,0.37471803821457583,6797,Los Angeles,Westside,Penthouse,Fully Furnished,484400.0
1557,3,1.0,0,30,4.51782592316652,9.2482910177756,5.568856978912202,2.9090319785083167,0.3373725370299637,2528,Houston,Waterfront,Townhouse,Semi-Furnished,474700.0
3055,6,2.5,1,45,8.30543226000046,0.8171298101732891,2.7112733569069802,3.4191494382377767,0.16003310307881913,8276,Miami,Eastside,Townhouse,Fully Furnished,1043300.0
1315,2,1.0,1,3,4.981212394944662,4.080759159189303,7.226677790079519,4.617711770593958,0.9059457367062598,7103,Chicago,Downtown,Townhouse,Semi-Furnished,571900.0
1728,4,1.5,1,1,4.8653456662460925,15.860687328624751,3.7238087871595345,8.023568977494985,0.4795117230212477,4675,Miami,Waterfront,Apartment,Fully Furnished,740100.0
2469,4,1.5,0,4,9.990530762041935,3.8316722159345056,4.20696164903016,9.90114248818277,2.0251230251573187,6902,New York,Uptown,Condo,Unfurnished,1574900.0
2726,5,2.0,1,45,5.070449144795836,0.2493862325590897,7.600702212816592,6.787116278306494,0.5512173928789234,5824,Los Angeles,Suburbs,Townhouse,Fully Furnished,754700.0
1898,4,1.0,1,78,3.982164290524696,3.1071685239338547,7.838362689970809,2.0286804714706723,1.9135806019762853,1919,Houston,Suburbs,Single-Family,Unfurnished,248900.0
1621,3,1.0,1,18,6.9857094256075465,0.6939071594968896,5.360033262149104,5.631823515301793,0.3271614097012929,2867,Houston,Downtown,Condo,Fully Furnished,604300.0
3237,5,1.5,1,37,8.415039615640007,0.10842184184690143,7.569542902091171,1.9684433044167309,0.3919806088463662,5071,Los Angeles,Eastside,Townhouse,Unfurnished,1056200.0
3491,4,1.5,1,58,2.556862669785274,1.427681983966192,4.423757613455457,1.5154174511669962,2.461192886037123,4819,Chicago,Eastside,Penthouse,Unfurnished,569100.0
2883,5,1.5,2,78,6.9511378491078,1.0828582203198387,2.5968069754208196,7.28059285329165,0.6956591468148313,7116,Houston,Suburbs,Apartment,Fully Furnished,435600.0
2168,3,1.5,1,71,2.285883647041798,5.441841814304089,2.6577242765390228,11.496439285676114,0.17779355460155638,5104,Los Angeles,Suburbs,Penthouse,Fully Furnished,519900.0
1453,2,1.5,2,19,6.210658807836143,1.6376315209913908,4.559736601082295,10.132536083341684,4.881902377185485,1962,Houston,Waterfront,Penthouse,Fully Furnished,955100.0
1435,3,1.5,1,75,4.0559325100624735,4.62123288171144,4.919281741110548,9.40641951923867,0.29291353222767263,3409,Chicago,Westside,Apartment,Fully Furnished,331300.0
2518,4,2.0,2,67,4.453133581385486,0.1,3.6290131453740417,8.861143607451337,0.24412629104988318,5986,Los Angeles,Suburbs,Condo,Fully Furnished,532800.0
2434,4,1.5,2,52,5.736767711859061,0.1,7.093417571392382,10.816970357060523,0.6656434000467155,854,Chicago,Waterfront,Penthouse,Unfurnished,1217300.0
3221,5,1.5,1,54,9.416859685964695,0.10413088740479337,3.5282297259656943,9.157603467641943,0.1507813171473223,1677,Houston,Westside,Condo,Unfurnished,859500.0
2620,4,1.0,0,38,7.685338452703012,0.8667371539391893,2.3327044465818094,7.7090894709588715,0.2537225351857466,3754,Los Angeles,Suburbs,Apartment,Semi-Furnished,658000.0
897,2,1.0,1,35,9.494764770275971,1.6393488836846883,0.2622586510796105,4.693820923147784,2.8105407734440337,6353,New York,Downtown,Townhouse,Semi-Furnished,850400.0
2941,5,2.0,3,57,7.279768036469421,3.2763505499949703,7.770440369629568,1.6608547333876165,0.28222007549319544,4066,Houston,Downtown,Penthouse,Semi-Furnished,1389700.0
1301,2,1.0,1,14,2.0568619767028773,14.918980220431042,6.629643608514966,5.801883684206119,0.17720739616934558,5421,Los Angeles,Downtown,Penthouse,Fully Furnished,626700.0
1792,3,1.5,1,0,4.124681578781421,1.5315649332607122,5.001364760545567,11.135018715671723,3.1798646092060805,4509,New York,Uptown,Apartment,Fully Furnished,802900.0
2300,4,1.5,0,8,9.246180621762992,0.20043747679193394,6.678229580446999,7.205653051814255,0.8799315886304644,4218,Los Angeles,Downtown,Apartment,Fully Furnished,1693000.0
3696,6,2.0,2,22,7.147564167741958,0.7587614526744665,6.5202559959573625,2.621798068794036,0.25647244083293286,3192,Miami,Suburbs,Townhouse,Fully Furnished,1136700.0
4587,6,2.0,1,51,9.853177892562199,7.984658185197636,7.468436085761436,7.963768047529705,1.3066800598065789,6179,Miami,Suburbs,Apartment,Unfurnished,805300.0
2585,5,2.0,1,25,3.247712153746365,4.206669517191837,3.211327930210924,5.852815691925802,0.06358771385844283,1991,Los Angeles,Eastside,Single-Family,Unfurnished,697900.0
1953,4,2.0,1,59,4.373982664852155,5.465615787665232,4.527847488270338,11.210871018704113,0.8363061297617697,4032,Los Angeles,Downtown,Single-Family,Unfurnished,852900.0
2527,4,1.5,1,17,4.8989412761362905,0.4640342773195972,0.9692985850179183,2.3508089657130298,1.3385457638382021,6792,Miami,Eastside,Apartment,Semi-Furnished,564100.0
2810,4,2.5,1,77,4.612462545338484,0.50753755572362,7.72946032060799,8.688135107827769,4.7240257019109855,2971,Houston,Downtown,Townhouse,Semi-Furnished,538100.0
